# TOPAS Version: 4.2
# Parameter File: Research_3000MeV.txt
# Results for scorer: ProtonLET
# Scored in component: TargetScint
# ProtonLET ( MeV/mm/(g/cm3) ) : Sum   
4.255469799041748
