# TOPAS Version: 4.2
# Parameter File: Research_70MeV.txt
# Results for scorer: EnergyDepZ
# Scored in component: TargetScint
# X in 1 bin  of 5 cm
# Y in 1 bin  of 5 cm
# Z in 100 bins of 0.01 cm
# EnergyDeposit ( MeV ) : Sum   
0, 0, 0, 1101.595336914062
0, 0, 1, 1103.480834960938
0, 0, 2, 1110.21923828125
0, 0, 3, 1102.595703125
0, 0, 4, 1123.59619140625
0, 0, 5, 1114.619995117188
0, 0, 6, 1131.359985351562
0, 0, 7, 1124.031982421875
0, 0, 8, 1118.186157226562
0, 0, 9, 1122.19580078125
0, 0, 10, 1106.837768554688
0, 0, 11, 1115.9111328125
0, 0, 12, 1113.660522460938
0, 0, 13, 1110.793701171875
0, 0, 14, 1157.9462890625
0, 0, 15, 1108.119262695312
0, 0, 16, 1101.123779296875
0, 0, 17, 1096.2587890625
0, 0, 18, 1117.826782226562
0, 0, 19, 1113.503784179688
0, 0, 20, 1073.669799804688
0, 0, 21, 1085.451904296875
0, 0, 22, 1086.383544921875
0, 0, 23, 1094.985473632812
0, 0, 24, 1090.44580078125
0, 0, 25, 1075.832885742188
0, 0, 26, 1061.634399414062
0, 0, 27, 1076.292358398438
0, 0, 28, 1062.136596679688
0, 0, 29, 1061.81298828125
0, 0, 30, 1069.832397460938
0, 0, 31, 1085.305908203125
0, 0, 32, 1052.659423828125
0, 0, 33, 1059.784912109375
0, 0, 34, 1064.836059570312
0, 0, 35, 1074.0517578125
0, 0, 36, 1058.197143554688
0, 0, 37, 1085.81689453125
0, 0, 38, 1094.886596679688
0, 0, 39, 1055.963256835938
0, 0, 40, 1084.548461914062
0, 0, 41, 1088.992431640625
0, 0, 42, 1074.471557617188
0, 0, 43, 1052.544067382812
0, 0, 44, 1042.202026367188
0, 0, 45, 1067.225708007812
0, 0, 46, 1073.908081054688
0, 0, 47, 1064.546630859375
0, 0, 48, 1053.427001953125
0, 0, 49, 1039.744262695312
0, 0, 50, 1034.407958984375
0, 0, 51, 1038.975219726562
0, 0, 52, 1070.6513671875
0, 0, 53, 1028.2783203125
0, 0, 54, 1032.933837890625
0, 0, 55, 1055.94091796875
0, 0, 56, 1039.802978515625
0, 0, 57, 1051.999389648438
0, 0, 58, 1038.362182617188
0, 0, 59, 1060.568359375
0, 0, 60, 1059.587280273438
0, 0, 61, 1058.30517578125
0, 0, 62, 1033.667602539062
0, 0, 63, 1050.606079101562
0, 0, 64, 1059.304443359375
0, 0, 65, 1039.099243164062
0, 0, 66, 1019.971923828125
0, 0, 67, 1026.92919921875
0, 0, 68, 1015.490051269531
0, 0, 69, 1037.598510742188
0, 0, 70, 1055.976196289062
0, 0, 71, 1026.787109375
0, 0, 72, 1019.499633789062
0, 0, 73, 1004.728881835938
0, 0, 74, 1037.827758789062
0, 0, 75, 1040.152099609375
0, 0, 76, 1017.217163085938
0, 0, 77, 1001.674072265625
0, 0, 78, 994.7255859375
0, 0, 79, 1013.261840820312
0, 0, 80, 1001.702575683594
0, 0, 81, 989.126708984375
0, 0, 82, 982.5427856445312
0, 0, 83, 1008.259460449219
0, 0, 84, 996.7353515625
0, 0, 85, 1015.207092285156
0, 0, 86, 1057.487182617188
0, 0, 87, 1000.428466796875
0, 0, 88, 1010.25927734375
0, 0, 89, 996.2940063476562
0, 0, 90, 973.8762817382812
0, 0, 91, 994.8502197265625
0, 0, 92, 1018.02392578125
0, 0, 93, 976.1638793945312
0, 0, 94, 970.9271850585938
0, 0, 95, 974.3956909179688
0, 0, 96, 995.322509765625
0, 0, 97, 966.5612182617188
0, 0, 98, 970.0064086914062
0, 0, 99, 982.7862548828125
